Employee Name,Client,Project,Service,Start Date,End Date,Start Time,End Time,Number of hours,Amount
Eliza Auseillo,Bash Please,Bash Please-Website Design,Website Design,5/13/26,5/13/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Kentik,Kentik-Website Design,Website Design,5/13/26,5/13/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,5/13/26,5/13/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/13/26,5/13/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Circus Bella,Circus Bella-Website Design,Website Design,5/13/26,5/13/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,SF Design Build,SF Design Build-Website Design,Website Design,5/13/26,5/13/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/13/26,5/13/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,5/13/26,5/13/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/14/26,5/14/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,UC Berkeley,UC Berkeley-Website Design,Website Design,5/14/26,5/14/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-Website Design,Website Design,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Website Design,Website Design,5/14/26,5/14/26,1:00:00 PM,3:00:00 PM,2,300
Eliza Auseillo,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Circus Bella,Circus Bella-Website Design,Website Design,5/14/26,5/14/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/14/26,5/14/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Website Design,Website Design,5/14/26,5/14/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Apple Education,Apple Education-Website Design,Website Design,5/14/26,5/14/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,UC Berkeley,UC Berkeley-Website Design,Website Design,5/14/26,5/14/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Social Graphics,Social Graphics,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,UC Berkeley,UC Berkeley-Website Design,Website Design,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Design System Application,Design System Application,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Kentik,Kentik-Website Design,Website Design,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Apple Education,Apple Education-Website Design,Website Design,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Circus Bella,Circus Bella-Website Design,Website Design,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Alameda Health System,Alameda Health System-Brand Guidelines,Brand Guidelines,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Amanda Hunt,Amanda Hunt-Book Design,Book Design,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Website Design,Website Design,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Zelma Rose,Zelma Rose-Book Design,Book Design,5/15/26,5/15/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,UC Berkeley,UC Berkeley-Brand Guidelines,Brand Guidelines,5/15/26,5/15/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Amanda Hunt,Amanda Hunt-Business Development/Executive Coaching,Business Development/Executive Coaching,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Apple Education,Apple Education-Business Development/Executive Coaching,Business Development/Executive Coaching,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Apple Education,Apple Education-Website Design,Website Design,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Circus Bella,Circus Bella-Website Design,Website Design,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Kentik,Kentik-Website Design,Website Design,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,A5 Meat,A5 Meat-Social Graphics,Social Graphics,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Zelma Rose,Zelma Rose-Book Design,Book Design,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Zelma Rose,Zelma Rose-Book Design,Book Design,5/18/26,5/18/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,5/18/26,5/18/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Social Graphics,Social Graphics,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Circus Bella,Circus Bella-Website Design,Website Design,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Kentik,Kentik-Website Design,Website Design,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,A5 Meat,A5 Meat-Social Graphics,Social Graphics,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Kentik,Kentik-Website Design,Website Design,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Apple Education,Apple Education-Website Design,Website Design,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,SF Design Build,SF Design Build-Website Design,Website Design,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Amanda Hunt,Amanda Hunt-Book Design,Book Design,5/19/26,5/19/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Bash Please,Bash Please-Website Design,Website Design,5/19/26,5/19/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,A5 Meat,A5 Meat-Social Graphics,Social Graphics,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,UC Berkeley,UC Berkeley-Website Design,Website Design,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Apple Education,Apple Education-Business Development/Executive Coaching,Business Development/Executive Coaching,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Business Development/Executive Coaching,Business Development/Executive Coaching,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Bash Please,Bash Please-Website Design,Website Design,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,1000
Brittany Luby,Circus Bella,Circus Bella-Website Design,Website Design,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Zelma Rose,Zelma Rose-Website Design,Website Design,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,5/20/26,5/20/26,9:00:00 AM,10:00:00 AM,1,175
Katrina McHugh,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/20/26,5/20/26,10:00:00 AM,1:00:00 PM,3,525
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/20/26,5/20/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,5/20/26,5/20/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,A5 Meat,A5 Meat-Social Graphics,Social Graphics,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,5/21/26,5/21/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Business Development/Executive Coaching,Business Development/Executive Coaching,5/21/26,5/21/26,9:00:00 AM,11:00:00 AM,2,400
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/21/26,5/21/26,11:00:00 AM,3:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Circus Bella,Circus Bella-Website Design,Website Design,5/21/26,5/21/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,A5 Meat,A5 Meat-Social Graphics,Social Graphics,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Apple Education,Apple Education-Website Design,Website Design,5/21/26,5/21/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,400
Katrina McHugh,Kentik,Kentik-Design System Application,Design System Application,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,5/21/26,5/21/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,5/21/26,5/21/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/21/26,5/21/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/21/26,5/21/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Bash Please,Bash Please-Website Design,Website Design,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Business Development/Executive Coaching,Business Development/Executive Coaching,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,UC Berkeley,UC Berkeley-Website Design,Website Design,5/22/26,5/22/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Marketing Assets,Marketing Assets,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/22/26,5/22/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Kentik,Kentik-Website Design,Website Design,5/22/26,5/22/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Amanda Hunt,Amanda Hunt-Book Design,Book Design,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/22/26,5/22/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Apple Education,Apple Education-Website Design,Website Design,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,5/22/26,5/22/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Bash Please,Bash Please-1-pagers,1-pagers,5/22/26,5/22/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,A5 Meat,A5 Meat-Social Graphics,Social Graphics,5/22/26,5/22/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,SF Design Build,SF Design Build-Website Design,Website Design,5/25/26,5/25/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,800
Ariana Wolf,Amanda Hunt,Amanda Hunt-Business Development/Executive Coaching,Business Development/Executive Coaching,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/25/26,5/25/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-Website Design,Website Design,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Kentik,Kentik-Website Design,Website Design,5/25/26,5/25/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Amanda Hunt,Amanda Hunt-Book Design,Book Design,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/25/26,5/25/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Website Design,Website Design,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Bash Please,Bash Please-Website Design,Website Design,5/25/26,5/25/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Bash Please,Bash Please-Website Design,Website Design,5/25/26,5/25/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,5/25/26,5/25/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Apple Education,Apple Education-Website Design,Website Design,5/26/26,5/26/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Kentik,Kentik-Website Design,Website Design,5/26/26,5/26/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-Website Design,Website Design,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,400
Katrina McHugh,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,SF Design Build,SF Design Build-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Circus Bella,Circus Bella-Website Design,Website Design,5/26/26,5/26/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,SF Design Build,SF Design Build-1-pagers,1-pagers,5/26/26,5/26/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Kentik,Kentik-Website Design,Website Design,5/26/26,5/26/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Circus Bella,Circus Bella-Website Design,Website Design,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Business Development/Executive Coaching,Business Development/Executive Coaching,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,Kentik,Kentik-Design System Application,Design System Application,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Business Development/Executive Coaching,Business Development/Executive Coaching,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,SF Design Build,SF Design Build-Website Design,Website Design,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-Website Design,Website Design,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,SF Design Build,SF Design Build-1-pagers,1-pagers,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,UC Berkeley,UC Berkeley-Website Design,Website Design,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Alameda Health System,Alameda Health System-Website Design,Website Design,5/27/26,5/27/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Bash Please,Bash Please-Website Design,Website Design,5/27/26,5/27/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,5/28/26,5/28/26,1:00:00 PM,5:00:00 PM,4,800
Ali Lawrence,SF Design Build,SF Design Build-Sales Collateral,Sales Collateral,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,800
Ariana Wolf,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,1000
Brittany Luby,SF Design Build,SF Design Build-1-pagers,1-pagers,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,600
Brittany Luby,Kentik,Kentik-Website Design,Website Design,5/28/26,5/28/26,1:00:00 PM,5:00:00 PM,4,600
Eliza Auseillo,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Alameda Health System,Alameda Health System-Website Design,Website Design,5/28/26,5/28/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/28/26,5/28/26,1:00:00 PM,5:00:00 PM,4,700
Matt Meickle,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,SF Design Build,SF Design Build-Website Design,Website Design,5/28/26,5/28/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Bash Please,Bash Please-1-pagers,1-pagers,5/28/26,5/28/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Bash Please,Bash Please-Website Design,Website Design,5/28/26,5/28/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Social Graphics,Social Graphics,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,800
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,5/29/26,5/29/26,1:00:00 PM,4:00:00 PM,3,600
Alexis Joseph,UC Berkeley,UC Berkeley-Website Design,Website Design,5/29/26,5/29/26,4:00:00 PM,5:00:00 PM,1,200
Ali Lawrence,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,800
Ali Lawrence,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,1:00:00 PM,5:00:00 PM,4,800
Ariana Wolf,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,1000
Ariana Wolf,Alameda Health System,Alameda Health System-Website Design,Website Design,5/29/26,5/29/26,1:00:00 PM,5:00:00 PM,4,1000
Brittany Luby,Bash Please,Bash Please-Website Design,Website Design,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,600
Eliza Auseillo,Bash Please,Bash Please-1-pagers,1-pagers,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,400
Eliza Auseillo,Pt. Reyes Building Supply,Pt. Reyes Building Supply-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,1:00:00 PM,5:00:00 PM,4,400
Katrina McHugh,Zelma Rose,Zelma Rose-Book Design,Book Design,5/29/26,5/29/26,9:00:00 AM,11:00:00 AM,2,350
Katrina McHugh,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,11:00:00 AM,3:00:00 PM,4,700
Katrina McHugh,UC Merced,UC Merced-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,3:00:00 PM,5:00:00 PM,2,350
Matt Meickle,Alameda Health System,Alameda Health System-Visual Brand Identity,Visual Brand Identity,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,700
Matt Meickle,Kentik,Kentik-Website Design,Website Design,5/29/26,5/29/26,1:00:00 PM,5:00:00 PM,4,700
Priscilla Vega,Circus Bella,Circus Bella-Website Design,Website Design,5/29/26,5/29/26,9:00:00 AM,1:00:00 PM,4,600
Priscilla Vega,Zelma Rose,Zelma Rose-Website Design,Website Design,5/29/26,5/29/26,1:00:00 PM,5:00:00 PM,4,600
Alexis Joseph,Kentik,Kentik-Website Design,Website Design,6/1/26,6/1/26,9:00:00 AM,1:00:00 PM,4,800
